public_owner_id,voice_id,date_unix,name,accent,gender,age,descriptive,use_case,category,language,description,preview_url,usage_character_count_1_y,usage_character_count_7_d,play_api_usage_character_count_1_y,cloned_by_count,rate,free_users_allowed,live_moderation_enabled,featured,notice_period,instagram_username,twitter_username,youtube_username,tiktok_username,image_url
be7f9f595e3d07e71d0a01b1ccbab78849989c7eeacce7020ae1536009a3d15c,eWgG9MAbD9umBchcWP1B,1690326898,Freya - Concise and Wellspoken,american,female,middle_aged,formal,conversational,generated,,"A well-spoken and professional woman with a concise tone, perfect for casual speech.",https://storage.googleapis.com/eleven-public-prod/ofJ3ST4rvZcJUjpc7t5B7gqcCz93/voices/eWgG9MAbD9umBchcWP1B/cebbd3e7-2460-43d7-8ae3-d20160bc3e44.mp3,1367947,15517,0,478,1.0,True,False,False,,,,,,
34479111a63cfac869f6b446fdbd75c305674b1a01ada2c0e8c6a733886bbe71,XX9E8l5jsdMf8kszvsyX,1689406604,Amber,american,female,middle_aged,calm,conversational,generated,,A calm and modulated voice. Good for conversational applications,https://storage.googleapis.com/eleven-public-prod/Eq8tyIYOx5PoyXO0aMbKV4xG1FW2/voices/XX9E8l5jsdMf8kszvsyX/b8a2aa2c-e3dc-42d0-b943-a2eb5d760315.mp3,919050,3941,0,287,1.0,True,False,False,,,,,,
